keyword,categoria,volumen_mensual,competencia_pago,indice_competencia_pago,puja_baja_ars,puja_alta_ars
camiseta boca 2007,Camisetas de clubes/selecciones,1000,LOW,7,49.68,225.15
camiseta de argentina retro,Camisetas de clubes/selecciones,1000,HIGH,78,37.63,179.55
camiseta de racing nueva,Camisetas de clubes/selecciones,1000,HIGH,100,42.57,264.55
camiseta negra river,Camisetas de clubes/selecciones,1000,HIGH,73,73.11,192.49
camiseta retro river,Camisetas de clubes/selecciones,1000,HIGH,75,29.17,157.18
nueva remera river,Camisetas de clubes/selecciones,1000,HIGH,80,20.77,157.32
remera argentina 2006,Camisetas de clubes/selecciones,1000,HIGH,81,49.91,157.35
river camiseta negra,Camisetas de clubes/selecciones,1000,HIGH,73,73.11,192.49
colageno marino,Suplementos,880,HIGH,100,48.13,455.75
centrum mujer precio,Suplementos,880,HIGH,100,29.44,253.06
colágeno hidrolizado precio,Suplementos,880,HIGH,100,51.73,356.92
creatina suplemento,Suplementos,880,HIGH,100,55.07,507.5
whey protein gold nutrition,Suplementos,880,HIGH,100,79.35,478.56
creatina bsn,Suplementos,880,HIGH,100,69.45,471.96
creatina gold,Suplementos,880,HIGH,100,35.94,483.63
colageno en pastilla,Suplementos,880,HIGH,100,52.73,434.19
graviton multivitaminico,Suplementos,880,HIGH,100,45.19,278.28
entreno suplementos,Suplementos,880,HIGH,85,127.1,11728.76
xtrenght proteina,Suplementos,880,HIGH,100,60.65,344.96
new balance hombre,Indumentaria deportiva,880,HIGH,100,22.6,180.93
nike running mujer,Indumentaria deportiva,880,HIGH,100,33.19,189.0
zapatillas hoka hombre,Indumentaria deportiva,880,HIGH,100,32.37,219.88
zapatillas on running,Indumentaria deportiva,880,HIGH,100,56.45,290.44
zapatillas para correr mujer,Indumentaria deportiva,880,HIGH,100,48.34,239.06
conjunto nike mujer,Indumentaria deportiva,880,HIGH,100,27.21,220.16
terrex adidas mujer,Indumentaria deportiva,880,HIGH,100,51.57,169.14
buzos deportivos mujer,Indumentaria deportiva,880,HIGH,100,81.05,657.66
pantalones cortos jordan,Indumentaria deportiva,880,HIGH,69,31.08,224.53
conjunto puma hombre,Indumentaria deportiva,880,HIGH,100,47.5,307.63
chaleco running,Indumentaria deportiva,880,HIGH,100,71.42,586.13
pelotas padel,Padel,880,HIGH,100,44.73,290.68
palas nox,Padel,880,HIGH,100,79.45,403.43
zapatillas padel nike,Padel,880,HIGH,100,54.32,271.89
pala de padel bullpadel,Padel,880,HIGH,100,60.18,286.12
paleta adidas metalbone,Padel,880,HIGH,100,81.05,392.85
padel vairo,Padel,880,HIGH,97,85.35,451.87
nox pádel,Padel,880,HIGH,100,96.51,477.71
tablero de basquet,Basquet,880,HIGH,99,69.16,300.02
zapatillas para basquet,Basquet,880,HIGH,100,47.76,268.64
zapatillas basquet mujer,Basquet,880,HIGH,100,73.28,268.89
zapatillas basquet hombre,Basquet,880,HIGH,100,70.99,392.37
zapatillas de basquet mujer,Basquet,880,HIGH,99,57.25,254.93
zapatillas basquet hombres,Basquet,880,HIGH,100,70.99,392.37
zapatillas básquet mujer,Basquet,880,HIGH,100,73.28,268.89
zapatillas para voley mujer,Voley,880,HIGH,100,27.01,227.76
zapatillas puma running,Atletismo/Running,880,HIGH,100,51.15,1042.04
zapatillas puma hombre running,Atletismo/Running,880,HIGH,100,30.76,598.14
saucony zapatillas hombre,Calzado/ropa deportiva generica de marca (descartar - ultra competido),880,HIGH,100,31.27,240.24
botitas nike hombre,Atletismo/Running,880,HIGH,100,29.3,171.19
zapatillas duramo adidas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),880,HIGH,100,50.74,162.72
i run ropa deportiva,Atletismo/Running,880,HIGH,99,28.01,420.74
zapatillas mujer de cuero,Calzado/ropa deportiva generica de marca (descartar - ultra competido),880,HIGH,100,58.15,277.47
botines rugby adidas,Rugby,880,HIGH,100,62.26,146.83
guantes de kick boxing,Boxeo,880,HIGH,100,23.08,258.11
guantes de boxeo mercado libre,Boxeo,880,HIGH,100,99.07,273.81
guantes de kickboxing,Boxeo,880,HIGH,100,23.08,258.11
gorro natacion,Natacion,880,HIGH,100,34.71,210.46
caña de pescar precio,Pesca,880,HIGH,100,11.6,77.27
mochila de trekking,Trekking/Camping,880,HIGH,100,87.66,483.85
carpa de camping,Trekking/Camping,880,HIGH,99,33.05,406.62
botas de trekking,Trekking/Camping,880,HIGH,100,65.83,462.17
carpa 4 personas,Trekking/Camping,880,HIGH,100,42.5,340.04
mochilas de trekking,Trekking/Camping,880,HIGH,100,87.66,483.85
carpa iglu,Trekking/Camping,880,HIGH,92,41.45,477.37
bolsa de dormir precio,Trekking/Camping,880,HIGH,100,16.85,117.56
camiseta afa,Camisetas de clubes/selecciones,880,HIGH,100,26.36,155.77
camiseta de argentina mujer,Camisetas de clubes/selecciones,880,HIGH,100,36.02,173.47
camiseta tricolor river,Camisetas de clubes/selecciones,880,MEDIUM,61,44.85,157.32
boca indumentaria,Camisetas de clubes/selecciones,880,HIGH,100,31.41,158.05
camiseta argentina 1986,Camisetas de clubes/selecciones,880,MEDIUM,58,32.46,172.22
afa camiseta,Camisetas de clubes/selecciones,880,HIGH,100,26.36,155.77
conjunto seleccion argentina,Camisetas de clubes/selecciones,880,HIGH,100,26.52,155.2
remera de entrenamiento de argentina,Camisetas de clubes/selecciones,880,HIGH,93,34.6,141.31
remera racing,Camisetas de clubes/selecciones,880,HIGH,100,45.62,313.71
camiseta river alternativa,Camisetas de clubes/selecciones,880,HIGH,100,70.53,214.61
camiseta negra de argentina,Camisetas de clubes/selecciones,880,MEDIUM,47,36.33,156.19
remera alternativa de argentina,Camisetas de clubes/selecciones,880,HIGH,86,48.26,155.98
camiseta de boca amarilla,Camisetas de clubes/selecciones,880,MEDIUM,59,44.79,176.63
nueva camiseta de la selección argentina,Camisetas de clubes/selecciones,880,MEDIUM,63,29.63,115.07
camiseta de argentina negra,Camisetas de clubes/selecciones,880,MEDIUM,47,36.33,156.19
remera suplente argentina,Camisetas de clubes/selecciones,880,HIGH,98,44.87,146.26
camiseta independiente negra,Camisetas de clubes/selecciones,880,HIGH,98,95.1,2636.04
3 estrellas argentina,Camisetas de clubes/selecciones,880,LOW,5,32.94,275.06
boca camiseta rosa,Camisetas de clubes/selecciones,880,LOW,14,41.05,161.95
boca camiseta rosada,Camisetas de clubes/selecciones,880,LOW,14,41.05,161.95
camisa de argentina negra,Camisetas de clubes/selecciones,880,MEDIUM,47,36.33,156.19
camiseta alterna river,Camisetas de clubes/selecciones,880,HIGH,100,70.53,214.61
camiseta argentina de mujer,Camisetas de clubes/selecciones,880,HIGH,100,36.02,173.47
camiseta argentina reebok,Camisetas de clubes/selecciones,880,MEDIUM,54,31.43,203.4
camiseta de quilmes,Camisetas de clubes/selecciones,880,MEDIUM,52,37.63,270.62
camiseta de river todas,Camisetas de clubes/selecciones,880,LOW,9,38.7,157.35
camiseta independiente nueva,Camisetas de clubes/selecciones,880,HIGH,85,86.7,7534.33
camiseta nueva de la seleccion argentina,Camisetas de clubes/selecciones,880,MEDIUM,65,21.86,112.05
historia camiseta de boca,Camisetas de clubes/selecciones,880,LOW,0,0.0,0.0
remera de argentina para mujer,Camisetas de clubes/selecciones,880,HIGH,100,37.17,301.98
proteina de suero de leche,Suplementos,720,HIGH,100,49.78,380.4
creatina capsulas,Suplementos,720,HIGH,100,64.14,598.99
creatina en pastillas,Suplementos,720,HIGH,100,58.33,516.01
creatina whey,Suplementos,720,HIGH,100,51.25,442.3
creatina para mujeres,Suplementos,720,HIGH,99,95.77,540.59
colageno hidrolizado con vitamina c,Suplementos,720,HIGH,100,55.59,559.77
proteina whey protein,Suplementos,720,HIGH,100,65.78,397.63
vitamina b2 para que sirve,Suplementos,720,LOW,15,4.04,144.0
creatina mercado libre,Suplementos,720,HIGH,100,41.32,305.57
precio de la creatina,Suplementos,720,HIGH,100,15.55,179.44
centrum mujer engorda,Suplementos,720,LOW,15,122.73,366.19
colágeno hidrolizado engorda,Suplementos,720,MEDIUM,56,7.41,264.48
centrum base,Suplementos,720,HIGH,100,63.5,321.71
creatina ultra tech,Suplementos,720,HIGH,100,34.3,305.23
colageno hidrolizado como tomarlo,Suplementos,720,MEDIUM,59,6.59,196.41
colageno para que sirve tomarlo,Suplementos,720,MEDIUM,63,8.69,494.21
creatina cerca de mi,Suplementos,720,MEDIUM,53,47.87,468.5
creatina monohidratada como tomarla,Suplementos,720,MEDIUM,40,4.67,129.7
cápsulas colageno,Suplementos,720,HIGH,100,64.25,579.75
para q sirve el colageno tomado,Suplementos,720,MEDIUM,63,8.69,494.21
protein suero de leche,Suplementos,720,HIGH,100,49.78,380.4
proteina xtrenght,Suplementos,720,HIGH,100,75.29,336.05
star creatina,Suplementos,720,HIGH,100,63.96,321.24
star proteina,Suplementos,720,HIGH,100,64.3,304.1
bolso de padel,Padel,720,HIGH,100,86.93,417.15
bolso padel,Padel,720,HIGH,100,104.45,474.96
zapatillas para padel hombre,Padel,720,HIGH,100,80.54,336.32
zapatillas de padel adidas,Padel,720,HIGH,100,62.26,187.58
zapatillas padel mujer adidas,Padel,720,HIGH,100,69.66,186.34
paleta head,Padel,720,HIGH,100,63.96,528.09
paleta siux,Padel,720,HIGH,100,50.04,389.03
paletas coast,Padel,720,HIGH,100,41.55,343.66
rodilleras de voley,Voley,720,HIGH,99,18.99,187.29
zapatillas voley hombre,Voley,720,HIGH,100,37.66,308.15
zapatillas mizuno voley,Voley,720,HIGH,100,30.18,268.81
zapatillas volleyball hombre,Voley,720,HIGH,100,37.66,308.15
mizuno voley zapatillas,Voley,720,HIGH,100,30.18,268.81
pelota pintier,Voley,720,HIGH,85,18.76,160.33
zapatillas supra,Calzado/ropa deportiva generica de marca (descartar - ultra competido),720,HIGH,73,20.84,219.91
nike running hombre,Atletismo/Running,720,HIGH,100,32.9,184.78
zapatillas trail running mujer,Atletismo/Running,720,HIGH,100,84.69,397.96
zapatillas running mujer asics,Atletismo/Running,720,HIGH,100,30.96,226.62
zapatillas nike trail,Atletismo/Running,720,HIGH,100,62.26,281.4
digital sport zapatillas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),720,HIGH,100,38.02,323.33
zapatillas adidas ultraboost,Calzado/ropa deportiva generica de marca (descartar - ultra competido),720,HIGH,100,46.52,131.71
chaleco de hidratacion,Atletismo/Running,720,HIGH,100,81.66,615.65
zapatillas trail nike,Atletismo/Running,720,HIGH,100,62.26,281.4
nike trail zapatillas,Atletismo/Running,720,HIGH,100,62.26,281.4
i run zapatillas mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),720,HIGH,100,16.61,155.77
zapatillas adidas para correr,Atletismo/Running,720,HIGH,100,32.61,145.39
mochilas camelbak,Atletismo/Running,720,HIGH,100,26.09,231.71
nike zapatillas trail,Atletismo/Running,720,HIGH,100,62.26,281.4
adidas duramo si,Atletismo/Running,720,HIGH,100,49.43,176.31
canilleras de hockey,Hockey (cesped),720,HIGH,100,33.45,276.42
guantes venum,Boxeo,720,HIGH,100,24.35,233.41
vendas boxeo,Boxeo,720,HIGH,100,25.89,198.94
guantes de boxeo everlast,Boxeo,720,HIGH,100,24.0,180.97
guantes de box everlast,Boxeo,720,HIGH,100,24.0,180.97
bolsas de box,Boxeo,720,HIGH,100,31.12,254.36
mallas natacion hombre,Natacion,720,HIGH,100,54.43,373.04
caña telescopica,Pesca,720,HIGH,99,19.42,269.33
casas pesca,Pesca,720,LOW,22,46.77,277.17
caña de pescar con reel,Pesca,720,HIGH,100,29.02,355.2
escualo reel,Pesca,720,HIGH,70,11.65,64.06
botas trekking hombre,Trekking/Camping,720,HIGH,100,74.81,490.52
carpa 6 personas,Trekking/Camping,720,HIGH,100,43.65,318.07
botas trekking,Trekking/Camping,720,HIGH,100,69.98,487.14
carpa coleman,Trekking/Camping,720,HIGH,100,57.23,426.03
carpa para 8 personas,Trekking/Camping,720,HIGH,99,26.44,263.92
media carpa playera,Trekking/Camping,720,HIGH,100,17.79,376.74
carpa para 8 persona,Trekking/Camping,720,HIGH,99,26.44,263.92
camiseta de argentina 2022,Camisetas de clubes/selecciones,720,MEDIUM,44,28.08,160.96
camiseta argentina messi,Camisetas de clubes/selecciones,720,HIGH,100,52.34,226.12
camiseta messi,Camisetas de clubes/selecciones,720,HIGH,100,52.23,197.56
camiseta argentina mundial,Camisetas de clubes/selecciones,720,HIGH,75,41.91,174.17
camiseta oficial argentina,Camisetas de clubes/selecciones,720,HIGH,100,30.1,149.1
camiseta futbol argentina,Camisetas de clubes/selecciones,720,HIGH,100,43.73,260.01
camiseta de real madrid,Camisetas de clubes/selecciones,720,LOW,28,27.07,144.74
camisetas de real madrid,Camisetas de clubes/selecciones,720,LOW,28,27.07,144.74
camiseta de river plate,Camisetas de clubes/selecciones,720,HIGH,73,25.87,156.19
independiente indumentaria,Camisetas de clubes/selecciones,720,HIGH,100,83.66,9933.36
camiseta real madrid azul,Camisetas de clubes/selecciones,720,MEDIUM,46,49.31,188.05
ropa river plate,Camisetas de clubes/selecciones,720,HIGH,100,29.67,158.31
camisetas messi argentina,Camisetas de clubes/selecciones,720,HIGH,100,52.34,226.12
remera de argentina mujer,Camisetas de clubes/selecciones,720,HIGH,100,40.84,239.65
camiseta river 2018,Camisetas de clubes/selecciones,720,LOW,15,48.16,294.16
campera de boca rompeviento,Camisetas de clubes/selecciones,720,HIGH,86,30.67,157.35
camiseta boca suplente,Camisetas de clubes/selecciones,720,HIGH,100,73.83,251.36
nueva camiseta selección argentina,Camisetas de clubes/selecciones,720,HIGH,83,51.62,157.75
camisa dibu martinez,Camisetas de clubes/selecciones,720,HIGH,75,52.09,212.28
camiseta 2006 argentina,Camisetas de clubes/selecciones,720,HIGH,86,52.34,182.24
camiseta azul del real madrid,Camisetas de clubes/selecciones,720,MEDIUM,46,49.31,188.05
camiseta boca 2003,Camisetas de clubes/selecciones,720,LOW,6,54.47,157.32
camiseta de boca 2000,Camisetas de clubes/selecciones,720,LOW,8,33.7,155.98
camiseta de boca entrenamiento,Camisetas de clubes/selecciones,720,HIGH,100,42.57,155.98
camiseta de boca original precio,Camisetas de clubes/selecciones,720,HIGH,76,13.44,125.81
camiseta de racing nike,Camisetas de clubes/selecciones,720,HIGH,100,39.94,288.07
camiseta de river suplente,Camisetas de clubes/selecciones,720,HIGH,76,50.42,157.35
camiseta independiente retro,Camisetas de clubes/selecciones,720,HIGH,98,133.06,9501.06
camiseta river retro,Camisetas de clubes/selecciones,720,HIGH,87,31.08,156.56
camisetas argentina messi,Camisetas de clubes/selecciones,720,HIGH,100,52.34,226.12
camisetas de boca entrenamiento,Camisetas de clubes/selecciones,720,HIGH,100,42.57,155.98
camisetas real madrid azul,Camisetas de clubes/selecciones,720,MEDIUM,46,49.31,188.05
camisetas suplente de river,Camisetas de clubes/selecciones,720,HIGH,76,50.42,157.35
camperas de river adidas,Camisetas de clubes/selecciones,720,HIGH,100,28.16,145.78
remera argentina azul,Camisetas de clubes/selecciones,720,HIGH,99,40.96,155.98
remera argentina retro,Camisetas de clubes/selecciones,720,HIGH,100,45.44,212.89
remera blanca de boca,Camisetas de clubes/selecciones,720,MEDIUM,48,34.23,156.56
remera de barca,Camisetas de clubes/selecciones,720,LOW,24,24.83,269.33
river plate oficial tienda,Camisetas de clubes/selecciones,720,HIGH,100,28.22,158.06
selección argentina nueva camiseta,Camisetas de clubes/selecciones,720,HIGH,83,51.62,157.75
proteina isolate,Suplementos,590,HIGH,100,67.01,354.5
vitaminas para embarazadas,Suplementos,590,HIGH,78,27.06,316.61
creatina optimum nutrition,Suplementos,590,HIGH,100,91.97,550.62
suplementos gym,Suplementos,590,HIGH,90,105.3,496.61
c4 pre entreno,Suplementos,590,HIGH,100,107.01,464.8
creatina on,Suplementos,590,HIGH,100,95.8,702.75
tienda de suplementos,Suplementos,590,HIGH,88,145.38,564.21
proteinas gimnasio,Suplementos,590,LOW,15,69.97,397.78
centrum silver hombre,Suplementos,590,HIGH,100,64.33,305.16
bcaa para que sirve,Suplementos,590,LOW,30,50.58,310.68
la creatina,Suplementos,590,MEDIUM,58,51.29,350.45
whey protein para que sirve,Suplementos,590,MEDIUM,36,29.22,276.12
suplemento quemador de grasa,Suplementos,590,HIGH,100,35.71,309.44
vitalgen colageno hidrolizado,Suplementos,590,HIGH,100,90.98,567.22
ultraflex colageno hidrolizado,Suplementos,590,HIGH,100,49.61,291.74
c4 preentreno,Suplementos,590,HIGH,100,107.01,464.8
termogénicos,Suplementos,590,HIGH,86,40.8,499.52
whey protein star,Suplementos,590,HIGH,100,79.11,431.64
proteína isolatada,Suplementos,590,HIGH,100,67.01,354.5
creatina ena micronizada,Suplementos,590,HIGH,100,62.73,328.25
creatina body advance,Suplementos,590,HIGH,100,26.92,306.7
creatina xtrenght,Suplementos,590,HIGH,100,45.74,401.7
gentech creatina,Suplementos,590,HIGH,100,42.12,354.3
gimnasio proteina,Suplementos,590,LOW,15,69.97,397.78
pre entreno c 4,Suplementos,590,HIGH,100,107.01,464.8
proteina nutrilab,Suplementos,590,HIGH,100,46.05,258.28
proteina on isolate,Suplementos,590,HIGH,100,67.01,354.5
proteina whey protein isolate,Suplementos,590,HIGH,100,67.01,354.5
proteina y gimnasio,Suplementos,590,LOW,15,69.97,397.78
proteinas del gimnasio,Suplementos,590,LOW,15,69.97,397.78
proteinas nutrilab,Suplementos,590,HIGH,100,46.05,258.28
wheybolic protein para que sirve,Suplementos,590,MEDIUM,36,29.22,276.12
mochila padel,Padel,590,HIGH,100,101.14,456.37
zapatillas babolat padel,Padel,590,HIGH,100,94.78,440.19
zapatillas padel mujer asics,Padel,590,HIGH,100,73.99,409.37
paleta varlion,Padel,590,HIGH,100,38.27,410.65
paleta kombat,Padel,590,HIGH,100,55.7,1802.6
zapatillas asic padel mujer,Padel,590,HIGH,100,73.99,409.37
babolat pádel zapatillas,Padel,590,HIGH,100,94.78,440.19
cigio,Padel,590,HIGH,84,56.21,216.48
dabber paleta,Padel,590,HIGH,100,41.58,452.65
paletas dabber,Padel,590,HIGH,100,41.58,452.65
zapatillas topper basquet,Basquet,590,HIGH,100,87.97,1061.3
zapatillas básquet topper,Basquet,590,HIGH,100,87.97,1061.3
zapatillas topper básquet,Basquet,590,HIGH,100,87.97,1061.3
zapatillas de voley hombre,Voley,590,HIGH,100,29.88,269.94
rodilleras para voley,Voley,590,HIGH,100,16.93,245.61
zapatillas adidas voley,Voley,590,HIGH,100,27.96,179.27
zapatillas voley nike,Voley,590,HIGH,100,27.17,134.15
pelota de voley profesional,Voley,590,HIGH,99,24.2,262.27
rodilleras para volleyball,Voley,590,HIGH,100,16.93,245.61
zapatilla de voley hombre,Voley,590,HIGH,100,29.88,269.94
jersey ciclismo,Ciclismo (accesorios),590,HIGH,100,80.34,613.47
guantes para bicicleta,Ciclismo (accesorios),590,HIGH,100,29.33,295.25
guantes para bici,Ciclismo (accesorios),590,HIGH,100,29.33,295.25
cronometro deportivo,Atletismo/Running,590,HIGH,99,40.35,254.36
zapatillas trail,Atletismo/Running,590,HIGH,100,80.91,363.64
zapatillas para correr hombre,Atletismo/Running,590,HIGH,100,44.72,269.33
duramo sl 2.0,Atletismo/Running,590,HIGH,100,61.09,288.3
zapatillas de running mujer,Atletismo/Running,590,HIGH,100,45.84,205.12
zapatillas de trail running,Atletismo/Running,590,HIGH,100,80.69,360.87
altra zapatillas,Calzado/ropa deportiva generica de marca (descartar - ultra competido),590,HIGH,100,41.71,209.48
zapatillas cuero mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),590,HIGH,100,77.18,380.68
zapatillas adidas supernova,Calzado/ropa deportiva generica de marca (descartar - ultra competido),590,HIGH,100,45.58,142.17
chaleco hidratacion running,Atletismo/Running,590,HIGH,100,89.66,650.48
zapatillas topper mujer running,Atletismo/Running,590,HIGH,100,28.52,413.68
zapatillas con cámara de aire mujer,Calzado/ropa deportiva generica de marca (descartar - ultra competido),590,HIGH,100,35.09,212.34
adidas con puntera,Atletismo/Running,590,HIGH,96,43.71,145.39
palo de hockey adidas,Hockey (cesped),590,HIGH,99,71.44,265.25
palo de hockey vlack,Hockey (cesped),590,HIGH,99,49.23,252.37
palos de hockey de carbono,Hockey (cesped),590,HIGH,100,44.38,217.34
adidas palo de hockey,Hockey (cesped),590,HIGH,99,63.04,219.87
palos adidas de hockey,Hockey (cesped),590,HIGH,99,63.04,219.87
protector bucal boxeo,Boxeo,590,HIGH,96,20.86,156.17
vendas para boxeo,Boxeo,590,HIGH,100,19.24,201.96
manoplas de boxeo,Boxeo,590,HIGH,99,18.25,239.4
vendaje para boxeadores,Boxeo,590,HIGH,100,19.24,201.96
caña shimano,Pesca,590,HIGH,98,20.28,209.48
